"","576623","576629","576619","576630","576753","576620","576755","576618","576754","576622","576614","576615","576617","576616","576621"
"1",200.761,55.382,63.306,167.452,457.701,88.966,81.435,78.413,NA,65.759,56.295,10.676,24.2,172.621,96.139
"2",63.685,6.796,33.849,81.828,84.668,17.051,73.45,48.447,47.014,40.925,61.656,14.541,56.638,29.657,12.18
"3",59.617,118.115,55.532,122.88,42.299,43.834,40.203,71.718,43.311,44.049,53.765,38.234,118.929,72.102,56.399
"4",23.94,25.764,42.494,136.677,9.884,39.401,61.809,61.951,49.883,74.597,79.101,64.747,43.821,41.015,84.289
"5",52.833,6.326,24.895,12.88,64.43,31.802,32.385,96.716,117.226,59.866,46.382,30.26,64.208,41.643,44.102
"6",62.262,14.789,43.261,32.138,15.003,80.796,35.448,48.64,75.128,19.896,74.725,51.842,159.955,146.95,50.522
"7",116.488,63.637,33.199,49.336,6.441,41.502,75.62,170.433,47.078,51.93,58.012,26.411,154.93,99.479,33.132
"8",29.148,10.824,10.801,135.287,12.297,23.213,172.955,28.925,64.551,26.388,13.706,71.22,NA,22.23,10.511
"9",48.628,154.858,26.475,136.622,128.451,41.51,75.989,104.242,87.662,39.899,59.626,43.674,79.374,60.485,40.95
"10",2.661,2.868,51.509,17.442,53.077,40.708,8.144,35.987,0.874,12.747,73.921,21.177,45.296,38.777,13.116
"11",94.963,16.32,38.907,74.656,97.487,NA,51.468,98.694,64.92,42.954,301.088,34.724,58.478,53.641,62.929
"12",47.276,136.22,82.244,150.499,158.146,47.692,46.554,76.223,37.051,24.03,73.59,42.073,52.307,50.419,28.582
"13",20.913,8.198,49.737,461.174,33.82,9.402,212.994,17.866,40.797,11.609,13.083,15.251,19.25,68.842,10.737
"14",36.203,37.886,35.173,43.9,23.592,89.669,43.375,51.335,29.047,125.804,35.953,64.219,91.552,52.922,32.53
"15",14.314,23.858,6.557,NA,9.726,110.382,12.064,17.173,60.317,6.923,50.375,8.16,22.324,NA,5.694
"16",58.192,12.374,34.639,133.662,66.554,37.192,57.963,73.228,62.893,41.107,101.962,51.109,91.918,82.4,31.658
"17",23.219,8.805,8.436,33.368,20.515,11.862,5.915,37.192,4.011,9.932,6.505,10.469,33.604,6.421,22.674
"18",42.641,4.421,32.954,40.13,37.454,41.377,47.186,68.627,69.52,38.869,59.624,42.34,102.438,65.266,36.505
"19",12.099,NA,6.934,4.639,50.712,77.541,3.137,51.751,2.944,47.489,474.012,24.554,55.632,25.545,20.354
"20",61.874,77.373,49.87,137.753,170.032,34.547,90.624,88.192,355.616,34.976,75.947,35.314,96.749,67.772,29.509
"21",53.451,NA,43.232,145.79,276.536,24.547,54.397,74.841,72.838,36.558,36.722,63.009,72.179,57.385,31.629
"22",38.348,219.049,18.844,100.845,52.256,46.428,57.53,84.887,166.982,31.179,52.933,65.717,33.452,44.948,47.849
"23",262.19,39.067,79.265,188.025,287.508,107.019,99.73,NA,72.758,89.571,NA,308.476,216.705,412.47,NA
"24",58.715,17.728,43.812,113.365,151.558,88.451,21.971,305.334,NA,54.372,184.884,47.429,63.301,84.41,87.807
"25",144.014,53.89,16.127,58.279,49.657,36.521,14.671,72.081,38.056,34.892,96.865,18.863,48.488,31.421,24.86
"26",42.567,NA,28.73,130.882,152.8,27.527,37.341,51.4,47.162,21.645,112.723,49.892,94.255,52.058,23.713
"27",185.042,18.777,89.84,198.838,NA,42.158,104.85,273.068,35.515,27.817,83.5,170.423,81.152,163.035,37.575
"28",34.432,4.378,7.634,165.393,50.516,42.337,45.267,49.66,34.449,20.968,88.456,39.485,52.635,49.636,63.573
"29",61.235,18.43,23.008,82.061,111.136,30.246,185.729,90.281,186.055,36.984,75.005,29.58,57.444,53.718,27.646
"30",59.287,72.703,7.119,116.717,72.005,51.933,NA,58.384,240.603,62.84,78.101,129.744,80.02,30.165,52.794
"31",64.212,4.555,6.632,113.932,24.933,43.582,56.147,55.284,55.383,77.268,277.892,156.146,136.788,99.534,42.868
"32",34.625,223.826,147.675,68.48,NA,24.779,216.245,442.82,93.125,12.509,34.579,53.606,42.463,276.8,NA
"33",64.194,96.548,71.305,139.633,67.711,65.106,64.979,81.978,93.931,41.41,59.641,52.604,82.849,103.192,33.507
"34",48.101,NA,25.852,58.979,114.131,26.132,71.683,51.068,70.528,34.897,35.638,34.447,51.453,38.931,23.213
"35",64.456,21.81,52.348,NA,19.44,77.163,19.521,62.52,26.616,35.496,61.312,22.045,63.899,37.392,21.783
"36",10.421,5.474,4.95,8.516,68.67,16.01,58.3,12.187,308.593,14.375,3.62,9.575,8.755,12.465,4.569
"37",112.434,4.466,309.495,264.025,38.31,104.144,53.752,20.735,51.191,37.815,20.351,68.168,9.907,10.175,54.553
"38",5.315,13.104,NA,8.818,4.309,31.076,1.261,27.063,2.109,7.777,14.027,12.988,26.125,67.832,4.602
"39",43.838,14.378,29.427,120.379,41.076,26.529,77.567,55.696,195.071,31.764,33.478,31.53,43.687,49.179,22.908
"40",NA,5.403,7.566,NA,NA,NA,NA,60.241,NA,NA,63.752,70.054,60.595,73.74,NA
"41",NA,6.022,NA,NA,NA,NA,NA,NA,NA,NA,16.429,12.956,NA,38.052,NA
"42",195.171,NA,433.437,398.986,78.863,29.601,363.779,236.912,7.273,84.512,41.309,75.603,89.32,89.559,177.765
"43",92.754,13.869,597.642,191.858,51.205,48.473,563.204,NA,100.053,476.291,76.93,49.795,122.684,54.187,38.044
"44",NA,15.077,6.086,NA,NA,45.62,NA,27.655,NA,NA,21.652,20.755,17.849,30.01,NA
"45",36.12,9.819,14.753,27.517,214.198,14.367,75.805,57.66,129.819,49.218,16.142,21.945,148.177,83.923,59.905
"46",48.686,9.259,31.768,NA,61.578,29.751,275.874,59.112,238.891,33.913,29.6,54.9,67.794,67.592,22.034
"47",34.758,13.99,31.496,68.738,29.159,26.623,29.597,65.185,57.549,20.608,NA,16.618,42.034,27.196,17.246
"48",20.912,2.811,5.17,87.583,11.521,11.396,10.931,23.726,22.291,16.702,16.685,8.711,20.069,19.221,18.918
"49",38.111,3.067,8.503,4.563,6.723,NA,6.879,35.366,11.092,27.331,66.644,30.222,44.512,NA,16.059
"50",300.824,45.764,72.003,297.365,106.422,40.499,83.24,163.55,377.339,62.855,79.38,82.503,95.503,86.065,37.538
"51",161.902,19.347,30.619,87.233,39.888,73.218,49.754,113.167,50.634,57.494,52.672,101.584,106.524,139.074,71.471
"52",62.849,13.186,79.946,107.971,500.953,65.07,96.804,80.228,359.402,63.873,143.705,70.258,142.732,86.558,49.331
"53",62.847,28.485,13.506,57.58,67.345,47.206,64.479,83.9,161.215,39.069,254.528,69.811,98.721,113.588,60.45
"54",31.978,3.973,17.225,4.491,124.714,13.554,NA,47.674,NA,13.96,169.56,37.413,170.548,32.084,20.849
"55",100.195,7.012,92.663,35.55,58.642,33.666,25.887,91.916,56.424,40.431,40.757,24.107,47.601,48.568,40.79
"56",NA,36.097,NA,NA,NA,NA,NA,NA,NA,NA,18.3,44.089,153.483,70.976,NA
"57",40.009,NA,29.139,111.885,115.392,40.401,61.485,67.75,292.315,70.7,50.225,48.812,88.39,79.862,27.601
"58",65.669,NA,NA,161.489,127.985,NA,105.996,NA,65.225,249.698,NA,NA,NA,NA,NA
"59",372.926,11.324,193.498,229.711,79.931,98.145,86.232,224.61,192.491,97.995,203.586,NA,108.731,151.58,73.295
"60",137.702,17.097,50.827,120.061,35.024,31.315,46.94,56.083,53.389,48.748,24.53,50.691,207.139,120.608,36.967
"61",NA,211.172,NA,NA,NA,NA,NA,NA,NA,NA,296.192,54.443,33.908,26.873,NA
