"","654953","654954","654949","654967","654965","654963","654955","654966","654951","654956","654948","654952","654964","654947","654950"
"1",19.234,8.953,9.109,2.75,3.859,7.906,7.812,5.172,7.187,13.531,16.141,31.172,3.5,10.672,10.75
"2",17.906,11.36,7.221,3.836,3.69,3.42,4.067,4.993,5.77,14.13,10.384,10.78,4.94,5.833,9.412
"3",62.923,10.429,15.03,16.817,29.936,8.464,10.461,4.944,11.325,12.099,6.836,15.843,8.272,4.163,21.152
"4",10.964,2.751,8.026,5.837,10.189,5.059,82.695,5.645,7.268,3.439,11.281,20.439,11.125,17.772,11.581
"5",16.558,7.719,7.879,4.103,4.431,5.111,4.822,3.751,6.631,5.874,22.448,3.87,4.959,14.988,6.327
"6",17.74,4.187,16.611,2.291,7.461,6.487,16.794,5.459,5.987,7.809,22.985,12.063,5.437,8.773,84.935
"7",335.443,46.231,8.41,18.641,15.408,20.771,26.596,12.722,12.994,12.154,13.422,7.702,24.545,5.94,8.711
"8",40.665,5.931,15.894,6.101,7.165,3.685,14.526,7.221,12.002,36.718,13.789,19.449,8.381,12.696,24.01
"9",110.691,5.774,14.217,37.823,2.519,40.918,9.558,8.751,11.398,10.983,26.705,42.883,2.694,4.692,45.655
"10",7.26,7.35,13.045,3.267,3.634,6.267,10.127,3.918,10.509,13.225,28.856,21.486,7.982,7.301,17.244
"11",11.629,5.087,13.719,3.32,2.242,2.148,5.988,2.323,7.48,4.254,56.018,8.053,5.572,3.571,8.599
"12",13.689,7.745,21.336,3.238,6.292,4.246,7.609,2.654,8.475,4.95,12.579,31.751,4.982,7.02,15.868
"13",10.306,6.947,12.916,4.478,4.197,5.728,12.181,5.635,16.9,6.119,37.556,10.119,4.9,9.556,30.775
"14",44.733,NA,19.197,12.999,24.237,9.443,20.744,13.201,10.403,29.25,75.847,57.687,10.854,11.097,36.569
"15",15.109,10.588,27.818,7.395,6.393,12.327,15.736,8.848,24.258,12.855,36.871,17.534,7.293,17.431,26.706
"16",25.357,33.174,20.758,7.666,7.408,9.989,13.408,11.192,14.504,8.58,18.762,15.425,10.669,15.657,15.113
"17",16.338,13.591,15.785,4.206,2.946,3.832,6.8,4.259,17.765,7.018,12.942,26.039,4.164,8.332,9.978
"18",261.616,35.766,69.912,22.644,3.25,32.832,45.885,18.485,72.241,23.471,113.381,17.08,24.412,NA,53.194
"19",5.798,8.892,11.589,6.129,3.041,5.574,10.528,2.483,9.165,10.817,16.894,14.085,6.968,8.013,19.544
"20",31.093,25.765,27.421,11.015,12.843,7.124,18.64,9.874,12.374,8.686,18.968,28.733,11.015,36.077,125.624
"21",16.247,7.042,12.526,5.752,10.044,3.943,5.658,5.665,23.429,4.315,15.894,15.214,17.86,9.59,9.266
"22",40.306,7.406,17.022,4.205,6.318,4.467,7.139,4.872,27.243,5.27,20.374,24.072,5.069,15.521,16.397
"23",31.224,30.017,51.849,5.521,14.404,16.95,15.25,14.744,13.742,10.583,33.395,19.101,7.6,35.305,56.033
"24",51.958,9.803,9.189,3.792,5.316,5.481,9.678,4.354,12.622,6.16,11.7,63.337,4.495,10.193,23.326
"25",11.055,3.954,7.895,3.481,4.72,4.96,5.122,6.041,6.466,5.215,18.435,14.717,6.889,13.274,15.302
"26",12.686,5.774,8.715,4.121,6.705,6.106,7.462,5.041,6.719,5.971,12.442,13.361,2.001,5.901,8.307
"27",3.999,37.61,15.904,4.549,4.416,7.067,8.793,5.625,12.221,7.079,16.519,35.936,6.025,70.778,13.357
"28",31.814,37.057,9.108,9.791,7.919,9.887,11.161,8.559,55.813,9.472,28.755,32.336,9.655,7.677,23.623
"29",11.443,6.748,7.728,3.16,3.546,5.146,6.025,3.541,4.987,6.712,75.023,15.269,3.007,10.853,10.862
"30",4.097,3.443,5.924,1.917,2.15,3.397,3.297,3.316,7.833,4.009,8.516,3.753,2.613,2.392,7.259
"31",60.603,7.707,20.684,5.057,7.529,2.745,32.483,40.385,NA,7.778,76.343,113.545,8.625,14.693,18.048
"32",11.959,7.043,8.076,4.357,4.743,4.803,11.886,5.696,9.933,6.545,13.065,26.287,4.83,8.133,10.987
"33",9.959,5.138,12.519,4.908,4.46,4.422,5.423,4.321,11.967,5.308,11.021,23.213,4.469,44.622,9.528
"34",25.195,62.318,14.009,165.069,128.298,129.324,100.279,138.094,17.726,53.927,24.037,46.637,166.053,NA,35.821
"35",41.422,29.219,10.516,18.047,14.25,28.172,26.313,13.859,4.625,25.094,15.344,16.766,13.188,34.234,11.125
"36",21.336,7.496,9.219,7.187,5.304,7.126,9.624,4.335,8.883,6.304,13.957,12.602,5.795,21.523,10.994
"37",11.851,30.179,10.207,5.428,8.156,3.567,49.064,5.374,8.374,6.792,13.801,14.218,5.528,52.918,13.083
"38",NA,20.693,6.977,8.823,15.835,10.2,10.408,32.857,6.659,9.623,115.248,441.52,6.66,4.714,246.616
"39",18.709,12.595,60.855,13.917,21.08,5.83,3.826,6.699,7.549,19.295,72.655,17.989,20.971,16.156,6.859
"40",14.672,7.314,10.262,2.96,7.042,6.103,4.962,6.498,7.13,12.004,8.166,48.005,4.672,8.605,15.502
"41",9.786,4.309,10.814,2.774,3.244,4.156,5.052,4.206,11.176,4.081,9.273,23.719,3.864,6.234,11.906
"42",16.394,4.919,8.93,3.28,3.16,4.561,5.572,2.879,5.53,6.207,8.989,7.116,3.573,4.483,8.188
"43",119.629,4.633,38.433,4.887,5.445,5.529,8.346,5.424,10.762,6.844,4.095,12.402,4.86,6.599,18.096
"44",10.938,12.893,6.8,2.726,1.893,4.493,4.961,3.751,8.715,5.327,17.386,13.252,5.422,3.346,8.641
"45",11.901,4.645,12.316,4.686,3.566,4.463,6.182,3.734,8.731,5.808,9.373,10.175,5.454,5.326,7.181
