"","659347","659341","659339","659355","659344","659329","659340","659327","659342","659325","659346","659331","659351","659330","659338","659333","659336","659354","659332","659324","659349","659328","659345","659348","659326","659337","659352","659350","659353","659343","659356"
"26",0.951,0.839,0.711,1.351,1.134,4.087,1.19,3.774,0.896,4.709,0.895,3.022,0.782,2.566,4.9,2.333,3.957,0.743,1.925,71.552,3.078,19.151,1.038,0.815,4.876,2.047,0.646,0.831,0.815,1.151,3.919
"27",0.896,0.847,1.672,4.113,0.912,5.347,1.078,5.87,1.767,5.761,1.096,4.895,0.88,6.017,4.529,8.986,10.268,0.882,4.545,6.046,0.807,7.745,0.983,0.799,4.248,2.825,2.657,1.878,0.912,1.319,5.795
"28",0.847,1.6,0.728,2.046,0.771,6.975,0.734,4.864,0.913,7.308,1.158,3.401,1.027,3.554,2.534,10.038,8.092,1.287,6.643,19.668,1.071,8.518,0.814,0.728,5.965,10.491,6.657,0.815,0.687,6.979,0.877
"29",5.333,7.112,7.254,1.637,3.289,11.357,4.064,5.482,2.168,11.486,3.053,4.876,2.339,10.825,8.935,9.896,6.039,1.662,18.192,42.591,9.678,13.853,0.992,4.509,5.833,11.624,1.895,3.811,2.074,2.005,1.463
"30",1.766,14.11,2.188,1.515,2.016,6.796,2.484,5.86,5.157,7.218,1.453,5.844,1.344,7.437,4.5,10.578,13.313,3.172,9.984,9.985,1.625,6.485,1.547,2.172,7.437,9.531,1.484,1.625,2.781,3.86,2.531
"31",0.67,14.862,7.886,0.827,2.565,9.356,10.688,6.785,3.551,13.455,0.731,3.118,0.783,8.734,9.621,3.367,10.806,1.007,4.413,14.88,1.148,4.569,3.045,0.773,4.413,6.428,2.033,1.013,0.862,9.59,4.014
"32",6.196,7.271,4.228,16.315,7.663,14.147,9.919,6.892,5.82,9.139,NA,6.469,5.613,5.486,5.684,13.276,9.341,6.997,8.35,10.747,3.907,7.095,NA,5.351,7.106,9.73,3.779,4.674,6.398,5.263,6.989
"33",4.408,17.706,3.584,3.643,9.284,80.643,3.417,10.057,7.416,19.867,4.605,5.016,5.39,8.795,26.487,15.999,10.85,4.182,93.153,133.908,12.583,27.268,5.145,3.436,135.454,17.612,4.186,26.023,2.078,13.493,12.271
"34",11.906,68.265,15.64,5.266,5.703,16,28.25,9.844,2.797,16.766,37.297,10.61,3.343,12.906,12.969,64.765,15.563,3.922,16.031,184.469,2.688,15.891,3.719,2.562,11.484,14.156,2.25,8.938,7.343,5.485,12.172
"35",3.651,3.811,1.554,5.188,2.422,7.988,5.978,5.172,9.076,5.019,4.506,3.899,1.622,4.573,4.745,1.507,14.332,1.971,1.975,43.947,0.988,6.483,5.173,1.165,5.505,2.706,1.202,1.044,1.244,2.656,6.324
"36",3.102,4.796,3.849,NA,3.453,9.515,8.784,5.995,3.277,6.163,2.629,2.773,NA,5.765,8.35,3.492,9.627,NA,4.826,10.945,NA,8.428,4.287,4.089,5.547,10.229,NA,NA,NA,4.078,NA
"37",2.364,1.813,2.966,2.239,1.98,NA,NA,6.771,2.563,7.191,2.045,4.226,2.077,8.182,4.36,4.428,2.712,2.079,4.427,10.719,1.845,NA,5.111,1.744,6.447,2.546,2.895,2.128,2.79,1.946,4.743
"38",1.934,3.951,3.941,0.943,4.91,6.599,4.598,8.277,3.194,4.543,0.918,5.599,1.455,4.718,8.902,7.262,6.942,1.295,12.266,7.651,4.231,7.663,6.366,1.039,4.014,6.014,1.143,1.006,1.11,2.998,5.726
"39",2.923,2.375,2.604,8.426,2.248,17.28,2.494,11.575,2.658,6.982,3.419,4.344,2.043,7.693,15.51,14.613,15.038,2.69,9.726,31.512,2.983,13.807,2.516,2.231,6.165,13.811,2.147,2.337,2.819,2.178,4.13
"40",3.748,55.675,15.577,2.017,9.903,12.34,7.782,7.989,10.048,9.566,5.614,11.255,6.058,10.357,68.25,21.615,15.858,2.369,42.645,84.979,1.892,19.058,3.248,2.48,7.554,91.124,2.068,1.783,1.67,17.508,2.846
"41",11.703,2.928,12.273,6.152,2.966,10.399,3.243,24.582,2.787,16.858,4.073,6.051,3.36,3.428,15.784,3.765,3.592,31.678,7.511,81.657,6.476,130.584,3.696,3.881,24.023,3.826,3.637,86.189,10.4,3.567,NA
"42",1.556,3.435,3.949,1.87,1.1,2.031,4.031,5.807,0.975,11.084,0.886,2.605,0.923,1.519,4.286,1.613,1.507,4.364,2.35,16.416,1.333,5.988,1.717,1.403,5.332,2.119,1.372,0.924,2.996,1.188,7.588
"43",1.671,8.045,0.687,0.964,5.622,7.501,1.79,4.166,4.781,8.622,0.847,3.039,0.703,8.013,10.349,9.093,19.303,1.07,28.408,34.615,14.212,32.477,3.414,1.014,4.853,16.956,0.775,0.743,0.832,4.301,4.95
"44",3.99,2.535,1.805,3.242,3.3,2.63,2.527,5.286,2.056,5.3,2.994,2.622,1.714,2.647,4.188,2.095,2.382,2.222,2.963,5.315,3.152,9.261,45.738,2.566,7.093,2.191,1.676,2.32,3.198,2.97,6.463
"45",1.158,5.335,3.831,8.149,2.816,5.544,5.625,3.511,3.606,3.717,2.735,1.863,3.688,3.032,3.599,4.118,10.406,10.039,5.277,4.961,6.557,5.967,4.679,5.603,3.308,5.072,2.116,5.735,1.184,2.279,16.781
"46",1.414,2.948,9.58,1.277,1.185,2.586,13.843,3.337,5.925,6.523,1.044,8.235,2.725,1.123,16.791,8.703,11.09,1.091,29.111,19.052,0.938,2.154,1.218,2.861,4.195,22.807,1.301,1.681,1.225,2.306,1.804
"47",9.375,6.561,4.462,9.254,6.283,15.654,4.329,11.439,23.842,7.317,7.954,4.088,11.42,6.054,23.788,9.552,7.537,38.778,57.468,17.181,48.201,7.798,7.622,8.228,7.968,6.255,26.942,15.265,4.132,6.375,25.161
"48",NA,NA,NA,NA,NA,6.044,NA,5.175,NA,9.312,NA,4.12,NA,5.066,NA,NA,NA,NA,NA,7.388,NA,10.834,NA,NA,5.274,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,13.691,NA,9.034,NA,9.952,NA,9.666,NA,14.131,NA,12.01,10.642,NA,7.876,15.367,NA,13.195,NA,NA,10.138,18.399,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,11.284,NA,5.899,NA,16.361,NA,3.877,NA,9.818,NA,NA,NA,NA,NA,13.756,NA,22.745,NA,NA,5.866,NA,NA,NA,NA,NA,NA
