"","670361","670341","670359","670344","670340","670343","670358","670342","670362","670360"
"1",0,1,1,0,1,1,1,1,1,1
"2",0,1,1,1,1,0,1,1,1,1
"3",0,1,1,1,1,1,0,1,1,0
"4",0,1,1,0,1,1,1,1,1,1
"5",1,0,1,1,0,1,1,1,1,1
"6",0,1,0,NA,0,1,1,1,1,1
"7",NA,0,0,0,0,1,0,NA,1,0
"8",0,0,1,1,1,1,1,1,1,1
"9",0,0,0,0,0,0,0,0,1,0
"10",0,1,1,1,1,1,1,1,1,1
"11",0,0,1,1,1,1,1,1,1,1
"12",0,0,0,0,0,0,0,1,0,0
"13",1,1,1,0,1,1,1,1,1,1
"14",0,1,1,1,1,1,1,1,1,0
"15",1,1,1,1,1,1,0,1,1,0
"16",0,0,0,0,0,0,0,0,0,0
"17",1,0,1,0,0,0,1,1,1,1
"18",1,1,1,0,1,1,1,1,1,1
"19",0,1,0,0,0,1,1,1,1,1
"20",1,1,1,1,0,1,0,1,1,0
"21",0,0,0,0,NA,0,0,1,1,0
"22",1,NA,1,0,0,1,0,1,1,1
"23",1,1,0,0,1,1,1,1,1,1
"24",0,0,0,0,NA,1,0,0,1,0
"25",0,1,1,0,1,1,0,1,1,0
"26",1,1,1,1,1,1,0,1,1,0
"27",0,1,1,0,0,1,1,1,1,1
"28",1,0,1,0,NA,1,0,1,1,0
"29",1,1,1,0,1,1,1,1,1,1
"30",1,1,0,1,1,0,1,1,1,1
"31",1,1,0,1,1,1,0,1,1,0
"32",0,1,1,0,0,1,0,1,1,1
"33",0,1,1,1,1,1,1,1,1,1
"34",1,0,0,0,0,1,1,1,1,0
"35",0,1,1,1,1,1,1,1,1,1
"36",0,NA,0,0,1,1,0,1,1,1
"37",0,0,1,1,0,1,1,1,1,0
"38",0,0,0,0,0,1,1,1,1,1
"39",1,1,1,0,1,0,1,1,1,1
"40",1,1,1,1,1,0,1,1,1,1
"41",0,0,0,1,1,1,1,1,1,1
"42",1,1,1,0,1,1,1,1,1,1
"43",1,1,1,1,1,1,1,1,1,0
"44",1,1,1,0,1,1,1,1,1,1
"45",0,1,1,0,0,1,0,1,1,1
"46",1,1,1,NA,NA,1,0,1,1,0
"47",1,1,0,1,1,1,1,1,1,0
"48",1,1,1,1,1,0,1,1,1,1
"49",0,0,0,0,0,1,0,1,1,0
"50",0,1,1,0,0,1,1,1,1,1
"51",1,1,0,0,1,1,1,1,1,1
"52",1,1,1,1,1,1,1,1,1,1
"53",1,1,1,1,NA,1,1,1,1,1
"54",0,1,1,0,0,0,0,0,0,0
"55",0,1,1,1,1,1,1,1,1,1
"56",NA,1,1,0,0,0,1,1,1,1
"57",NA,0,NA,NA,0,NA,NA,NA,NA,NA
"58",NA,1,NA,NA,0,NA,NA,1,NA,NA
"59",NA,NA,NA,NA,0,NA,NA,NA,NA,NA
