"","627604","627216","627215","627616","626300","627214","627617","627587","627615","627293"
"1",13.647,2.184,2.32,2.821,13.697,3.472,8.893,9.502,22.181,4.271
"2",48.221,2.494,6.91,5.844,19.495,1.952,10.389,10.101,16.221,1.429
"3",4.814,34.06,18.959,7.228,17.081,11.329,10.599,7.736,3.615,29.09
"4",22.397,34.7,9.053,8.114,57.407,28.278,9.522,9.003,24.882,23.084
"5",5.51,17.808,33.364,12.78,123.248,127.54,12.156,118.314,44.161,20.547
"6",1.989,2.43,44.375,3.532,26.132,60.353,2.7,1.749,2.589,4.645
"7",27.096,3.228,4.811,32.744,26.559,59.66,15.088,8.449,15.631,19.641
"8",4.157,5.483,25.535,12.794,137.602,3.198,3.997,3.649,8.959,16.422
"9",16.322,8.402,29.218,8.136,3.444,2.259,4.792,7.673,11.873,8.641
"10",23.092,13.079,27.583,3.987,84.216,15.711,14.9,52.98,1.924,126.556
"11",49.263,83.277,58.712,28.716,47.508,36.21,4.188,6.663,15.965,116.431
"12",2.079,2.514,58.578,12.941,5.573,32.477,3.34,2.087,24.854,21.912
"13",12.165,20.117,26.918,13.389,78.136,18.879,6.492,11.781,9.868,33.926
"14",48.434,10.85,19.794,8.288,94.336,82.059,14.392,13.252,38.609,35.773
"15",2.186,9.038,9.43,10.402,51.311,7.23,3.33,2.547,8.563,4.954
"16",8.887,18.482,14.066,11.838,10.268,18.546,9.349,8.743,8.502,10.623
"17",16.851,92.58,64.023,13.122,38.274,100.392,7.282,7.843,25.298,21.643
"18",9.006,17.971,13.791,21.299,32.306,267.168,10.156,5.253,9.869,17.585
"19",NA,30.067,25.819,NA,68.524,15.003,NA,9.133,NA,11.485
"20",5.191,7.476,12.452,8.869,20.574,2.493,6.333,4.263,7.406,39.904
"21",56.8,77.867,62.528,38.412,19.142,29.691,2.036,20.576,11.334,20.497
"22",12.945,14.551,20.791,21.04,67.37,22.336,18.639,8.249,12.664,122.297
"23",55.335,9.503,43.051,26.418,71.855,47.354,32.212,8.952,15.162,45.144
"24",3.489,4.268,11.932,2.402,104.919,115.868,4.057,3.266,8.946,31.898
"25",6.606,2.464,21.552,12.253,319.938,5.553,18.709,11.006,4.854,11.007
"26",2.584,22.856,72.073,21.126,20.459,16.258,4.478,9.847,3.319,9.071
"27",8.506,13.118,10.414,4.122,115.017,43.159,12.194,4.852,5.379,9.683
"28",43.882,5.916,5.644,3.354,47.255,12.508,5.154,13.877,11.258,66.675
"29",14.105,8.311,9.824,6.439,57.701,90.857,40.181,10.762,39.023,36.834
"30",96.237,46.968,75.417,32.107,31.367,17.315,12.362,7.521,7.157,31.201
"31",46.548,27.149,33.982,9.561,75.284,50.12,34.687,17.814,34.458,24.638
"32",3.904,2.449,24.274,7.999,11.514,5.018,5.072,11.737,12.12,21
"33",9.502,27.703,14.704,3.045,139.441,26.312,11.421,9.278,2.966,15.862
"34",46.152,83.071,56.129,7.15,18.172,33.002,5.07,5.587,15.254,25.219
"35",54.945,53.016,11.919,4.273,97.57,127.28,6.041,16.097,4.354,45.993
"36",40.4,83.504,51.138,32.239,64.059,39.986,10.398,5.903,6.711,20.799
"37",65.993,19.63,38.608,13.968,69.386,26.775,9.546,13.196,9.977,40.315
"38",15.947,8.342,2.126,4.634,NA,4.478,5.757,7.189,24.826,9.196
"39",14.809,83.146,74.315,35.392,33.597,98.196,11.561,10.994,33.673,22.018
"40",18.38,16.597,57.63,1.892,22.136,19.815,2.26,48.636,2.396,80.701
"41",88.915,19.511,19.334,12.362,49.817,17.583,33.145,10.454,15.946,101.285
"42",2.751,13.176,12.368,5.471,26.065,3.712,6.039,4.663,23.504,31.823
"43",9.482,10.997,25.438,2.895,116.384,26.686,7.207,57.184,3.391,67.714
"44",32.538,36.515,44.067,8.258,114.663,55.957,26.473,4.275,8.331,46.004
"45",10.077,26.038,13.19,18.5,218.991,4.494,41.588,11.053,14.341,5.757
"46",40.789,7.153,24.459,26.707,53.15,81.299,12.914,13.421,7.739,34.629
"47",5.817,119.816,218.659,12.255,189.705,11.967,5.703,30.105,4.352,193.995
"48",3.689,61.411,27.461,5.968,21.952,5.416,3.025,6.545,19.536,28.313
"49",45.346,2.91,NA,16.816,177.551,77.436,26.807,20.642,20.729,57.78
"50",23.204,4.655,10.763,37.797,66.829,42.048,10.529,5.495,13.061,15.715
"51",10.958,14.744,17.944,13.021,8.178,21.233,8.309,9.326,9.509,20.678
"52",2.928,25.914,69.867,4.414,15.663,28.829,4.526,20.943,6.447,54.92
"53",43.41,33.443,30.324,26.304,42.206,39.965,27.536,6.69,19.345,30.706
"54",13.44,20.793,18.945,27.24,82.867,87.745,10.223,14.056,11.136,45.56
"55",93.061,16.236,53.605,13.54,65.272,14.062,59.036,6.927,24.668,32.847
"56",74.364,69.694,71.944,33.242,4.861,10.107,7.09,13.935,2.859,137.872
"57",16.491,16.289,21.242,2.401,54.804,7.619,7.962,5.899,37.01,6.827
"58",90.016,95.127,8.457,31.75,44.827,3.69,7.702,9.969,3.535,133.25
"59",52.832,6.39,5.918,6.254,166.112,8.958,9.789,2.922,7.535,5.418
"60",3.631,4.567,50.528,2.552,29.146,38.897,3.071,5.077,2.471,98.04
"61",10.351,19.058,16.57,77.825,102.925,22.013,5.215,8.336,7.559,144.442
"62",3.529,3.571,3.546,5.44,165.907,3.442,6.911,8.105,9.482,2.649
"63",9.589,14.192,14.464,6.572,24.507,20.001,8.82,32.725,21.348,12.022
"64",5.558,6.487,7.288,5.206,15.859,105.936,4.622,4.918,6.526,8.006
"65",88.944,23.662,40.513,23.379,90.518,22.351,56.962,6.292,10.029,74.709
"66",2.596,2.372,2.916,4.14,231.836,5.46,3.524,4.227,5.579,7.587
"67",3.426,5.252,10.333,2.97,4.447,6.909,3.513,3.801,2.577,8.65
